Restaurant Name,Inspection Type,Inspection Date,Inspection Score,Street Number,Street Name,Street Unit,Zip,Street Address,Inspection Month,Inspection Year
PANDA EXPRESS,Routine,09/25/2019,80,39718,LBJ,,75237,39718 LBJ FRWY,09/1/19,FY2019
ST ROCCO'S,Routine,09/22/2019,97,3011,GULDEN,#100,75212,3011 GULDEN LN #100,09/1/19,FY2019
WENDY'S,Routine,09/22/2019,93,2828,WHEATLAND,,78232,2828 W WHEATLAND RD,09/1/19,FY2019
CARRABBA'S ITALIAN GRILL,Routine,09/11/2019,98,17548,DALLAS,,75287,17548 N DALLAS PKWY,09/1/19,FY2019
GOODLUCK BURGERS & BEER,Routine,09/26/2019,96,3210,LAMAR,,75215,3210 S LAMAR ST,09/1/19,FY2019
TAQUERIA DELICIAS,Routine,09/17/2019,84,114,SANER,,75216,114 E SANER AVE,09/1/19,FY2019
VELVET TACO,Routine,09/17/2019,89,11700,PRESTON,#600,75230,11700 PRESTON RD #600,09/1/19,FY2019
SPRING CREEK BARBEQUE,Routine,09/22/2019,92,2827,WHEATLAND,,75237,2827 W WHEATLAND RD,09/1/19,FY2019
MOT HAI BA,Routine,09/25/2019,93,6047,LEWIS,,75206,6047 LEWIS ST,09/1/19,FY2019
MEO FOOD MART,Routine,10/03/2019,81,3803,POLK,,75224,3803 S POLK ST,10/1/19,FY2020
MAPLE LEAF DINER,Routine,09/19/2019,98,12817,PRESTON,#129,75230,12817 PRESTON RD #129,09/1/19,FY2019
T ROOM - KITCHEN,Routine,09/23/2019,92,1615,MAIN,,75201,1615 MAIN ST,09/1/19,FY2019
CESAR'S TACOS,Routine,09/05/2019,86,2919,DAVIS,,75211,2919 W DAVIS ST,09/1/19,FY2019
FLAMING BURGER,Routine,09/19/2019,90,11255,GARLAND,101A,75218,11255 GARLAND RD STE# 101A,09/1/19,FY2019
KFC,Routine,09/17/2019,92,5240,SPRING VALLEY,,75254,5240 SPRING VALLEY RD,09/1/19,FY2019
THAI OPAL,Routine,10/02/2019,92,6300,SKILLMAN,#156,75231,6300 SKILLMAN ST #156,10/1/19,FY2020
THE MANHATTEN CLUB,Routine,09/25/2019,100,2715,MEADOW,,75215,2715 MEADOW ST,09/1/19,FY2019
GOLDEN CHICK,Routine,09/16/2019,91,2253,BUCKNER,,75217,2253 S BUCKNER BLVD,09/1/19,FY2019
POPEYES,Routine,09/05/2019,96,3308,DAVIS,,75211,3308 W DAVIS ST,09/1/19,FY2019
SPRING VALLEY ELEM,Routine,10/08/2019,94,13535,SPRING GROVE,,75240,13535 SPRING GROVE AVE,10/1/19,FY2020
GABRIELA & SOPIA'S TEX-MEX,Routine,10/10/2019,85,10455,CENTRAL,#117,75231,10455 N CENTRAL EXPW STE #117,10/1/19,FY2020
FIRESIDE PIES,Routine,02/19/2019,98,2820,HENDERSON,,75206,2820 N HENDERSON AVE,02/1/19,FY2019
PEI WEI ASIAN DINER,Routine,09/20/2019,88,8305,WESTCHESTER,,75225,8305 WESTCHESTER DR,09/1/19,FY2019
WINGSTOP,Routine,10/08/2019,96,2410,DUNCANVILLE,#180,75211,2410 DUNCANVILLE RD #180,10/1/19,FY2020
POPEYES,Routine,09/19/2019,94,2978,WHEATLAND,,75237,2978 W WHEATLAND RD,09/1/19,FY2019
LA POTOCINA MEAT MARKET,Routine,09/24/2019,87,5302,SINGLETON,#100,75212,5302 SINGLETON BLVD #100,09/1/19,FY2019
BUY BUY BABY,Routine,07/18/2017,100,13900,DALLAS,,75240,13900 DALLAS PKWY,07/1/17,FY2017
LA COSINITA,Routine,09/22/2019,83,9415,RL THORNTON,#B,75232,9415 S RL THORNTON FRWY #B,09/1/19,FY2019
LOUISIANA FAMOUS FRIED CHICKEN,Routine,07/15/2019,80,124,CARROLL,,75226,124 S CARROLL AVE,07/1/19,FY2019
WALGREENS,Routine,06/12/2019,85,1060,CAMP WISDOM,,75232,1060 W CAMP WISDOM RD,06/1/19,FY2019
BOWEN HOUSE,Routine,09/30/2019,91,2614,BOLL,,75204,2614 BOLL ST,09/1/19,FY2019
TACO DELI,Routine,09/04/2019,80,1878,SYLVAN,,75208,1878 SYLVAN AVE,09/1/19,FY2019
MIQUEL'S CANTINA & RESTAU,Routine,09/25/2019,89,214,AKARD,,75201,214 N AKARD ST,09/1/19,FY2019
FRIENDLY FOOD MART DELI,Routine,09/12/2019,80,2200,CEDAR CREST,,75203,2200 CEDAR CREST BLVD,09/1/19,FY2019
PANADERIA EL PALOTE,Routine,09/19/2019,93,2537,BUCKNER,,75227,2537 S BUCKNER BLVD,09/1/19,FY2019
BARUCH HASHEM CONGREGATION,Routine,09/17/2018,99,6304,BELTLINE,,75248,6304 BELTLINE RD,09/1/18,FY2018
TOASTED COFFEE & KITCHEN,Routine,09/12/2019,85,5420,ROSS,#180,75206,5420 ROSS AVE #180,09/1/19,FY2019
CITY PERFORMANCE HALL - CULINAIRE,Routine,09/25/2019,99,2520,FLORA,,75201,2520 FLORA ST,09/1/19,FY2019
WHATABURGER,Routine,09/12/2019,86,11721,NORTHWEST,,75231,11721 E NORTHWEST HWY,09/1/19,FY2019
PANDA EXPRESS,Routine,09/09/2019,91,4390,DALLAS FT WORTH,#300,75211,4390 DALLAS FT WORTH TPKE #300,09/1/19,FY2019
CUQUITA'S RESTAURANT,Follow-up,09/18/2019,89,8076,SPRING VALLEY,,75240,8076 SPRING VALLEY RD,09/1/19,FY2019
FIRST BAPTIST MEDICAL CENTER,Routine,10/07/2019,97,8111,MEADOW,,75231,8111 MEADOW RD,10/1/19,FY2020
TACOS LA BANQUETA PURO D.F,Routine,08/29/2019,91,7233,GASTON,A,75214,7233 GASTON AVE STE A,08/1/19,FY2019
MY STORE,Routine,10/03/2019,95,10810,FERGUSON,,75228,10810 FERGUSON RD,10/1/19,FY2020
JAKE'S HAMBURGERS,Routine,09/12/2019,80,2422,HENDERSON,,75206,2422 N HENDERSON AVE,09/1/19,FY2019
KFC,Routine,09/11/2019,90,3001,HAMPTON,,75212,3001 N HAMPTON RD,09/1/19,FY2019
FAMILY DOLLAR,Routine,01/30/2018,95,9165,ELAM,,75217,9165 ELAM RD,01/1/18,FY2018
JACK IN THE BOX,Routine,09/11/2019,92,1301,HAMPTON,,75208,1301 N HAMPTON RD,09/1/19,FY2019
EVA CAFE,Routine,09/17/2019,80,12404,PARK CENTRAL,#110,75251,12404 PARK CENTRAL DR #110,09/1/19,FY2019
LIL CAJUN GRILL& SPORTS CUISINE,Routine,09/22/2019,84,5215,SINGING HILLS,,75241,5215 SINGING HILLS DR,09/1/19,FY2019
PAISANITA TAQUERIA,Routine,09/23/2019,80,2930,DAVIS,,75211,2930 W DAVIS ST,09/1/19,FY2019
DOLLAR TREE,Routine,01/15/2019,97,742,WYNNEWOOD VILLAGE,,75224,742 WYNNEWOOD VILLAGE,01/1/19,FY2019
FEED COMPANY,Routine,09/16/2019,88,5631,ALTA,,75206,5631 ALTA AVE,09/1/19,FY2019
GENJI,Routine,08/29/2019,99,2118,ABRAMS,#100,75214,2118 ABRAMS RD #100,08/1/19,FY2019
